CodigoDepartamento,NombreDepartamento,CodigoMunicipio,municipio,nombrecomercial,bandera,direccion,producto,precio,estado,fecharegistro,periodo
11,CUNDINAMARCA,546,MOSQUERA,ESTACIÓN DE SERVICIO COMBUSCOL - DIAMANTE,MOBIL,KILOMETRO 13 VIA FUNZA MOSQUERA,GASOLINA CORRIENTE OXIGENADA,9640,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
11,CUNDINAMARCA,575,SOACHA,DISTRACOM TEQUEMDAMA,PETROBRAS,CARRERA 16 CALLE 2 LOTE 2,GASOLINA CORRIENTE OXIGENADA,9420,A,07/05/2019 12:00:00 AM,07/01/2019 12:00:00 AM
18,NORTE DE SANTANDER,834,OCAÑA,ESTACION DE SERVICIO CIRCUNVALAR,COOMULPINORT,Avenida Circunvalar No. 17 A 57,BIODIESEL EXTRA,6810,A,07/03/2019 12:00:00 AM,07/01/2019 12:00:00 AM
1,ANTIOQUIA,55,CIUDAD BOLIVAR,ESTACIÓN DE SERVICIO LA MARÍA C.B.,TEXACO,CALLE 49 POR CARRERA 36 SECTOR LA CARMINA LOTE 1,GASOLINA CORRIENTE OXIGENADA,10062,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
11,CUNDINAMARCA,561,QUETAME,ESTACION DE SERVICIO QUETAME LAS PALMAS,BIOMAX,MANZANA 1 B LOTE 1,GASOLINA CORRIENTE OXIGENADA,9930,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
6,CALDAS,351,MANIZALES,LAVAUTOS,TERPEL,CARRERA 25 No. 52 - 19,BIODIESEL EXTRA,9150,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
7,CAQUETA,378,FLORENCIA,ESTACION DE SERVICIO PUERTO ARANGO GP,TERPEL,PUERTO ARANGO MUELLE PRINCIPAL,GASOLINA CORRIENTE OXIGENADA,10200,A,07/29/2019 12:00:00 AM,07/01/2019 12:00:00 AM
11,CUNDINAMARCA,519,FUSAGASUGA,ESTACION DE SERVICIO SUMAPAZ,TERPEL,Carrera 5 No.1-21,BIODIESEL EXTRA,9116,A,07/05/2019 12:00:00 AM,07/01/2019 12:00:00 AM
21,SANTANDER,923,LEBRIJA,ESTACION DE SERVICIO LEBRIJA,TERPEL,CALLE 8 No. 7-12,GASOLINA CORRIENTE OXIGENADA,9340,A,07/22/2019 12:00:00 AM,07/01/2019 12:00:00 AM
10,CORDOBA,480,SAHAGUN,SUPER STATION FLOREZ No 1,PETROMIL,CALLE 18 No. 3-41,BIODIESEL EXTRA,8760,A,07/03/2019 12:00:00 AM,07/01/2019 12:00:00 AM
3,BOGOTA D.C.,182,"BOGOTA, D.C.",ESTACION DE SERVICIO MONTEVIDEO,MOBIL,CALLE 13 No. 68D-84,BIODIESEL EXTRA,9169,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
24,VALLE DEL CAUCA,1070,TULUA,ESTACION DE SERVICIO LA MARINA,BIOMAX,CALLE 7 No. 5-126 CORREGIMIENTO LA MARINA,BIODIESEL EXTRA,9250,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
4,BOLIVAR,202,MARIA LA BAJA,ESTACION DE SERVICIO DISTRACOM MARIA LA BAJA,TEXACO,CALLE 1A No. 15 SN-2  SECTOR MARQUEZ,GASOLINA CORRIENTE OXIGENADA,9910,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
1,ANTIOQUIA,118,RIONEGRO,ESTACION DE SERVICIO TERPEL RIONEGRO,TERPEL,CARRERA 50 No. 44B-15,BIODIESEL EXTRA,9330,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
3,BOGOTA D.C.,182,"BOGOTA, D.C.",ESTACION DE SERVICIO USME,TEXACO,CARRERA 3 No.  138F - 48 SUR,GASOLINA CORRIENTE OXIGENADA,9736,A,07/24/2019 12:00:00 AM,07/01/2019 12:00:00 AM
3,BOGOTA D.C.,182,"BOGOTA, D.C.",ESTACION DE SERVICIO K.L.,MOBIL,Carrera 7 # 84 - 91,GASOLINA EXTRA OXIGENADA,12990,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
24,VALLE DEL CAUCA,1076,ZARZAL,ESTACIÓN DE SERVICIO LA CEIBA,TEXACO,CALLE 5 No. 18 - 64,BIODIESEL EXTRA,9314,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
20,RISARALDA,862,PEREIRA,EDS TERPEL MERCASA,TERPEL,AVENIDA DE LAS AMERICAS No. 101 - 10,GASOLINA CORRIENTE OXIGENADA,9460,A,07/15/2019 12:00:00 AM,07/01/2019 12:00:00 AM
20,RISARALDA,862,PEREIRA,EDS TERPEL MERCASA,TERPEL,AVENIDA DE LAS AMERICAS No. 101 - 10,GASOLINA EXTRA OXIGENADA,11770,A,07/15/2019 12:00:00 AM,07/01/2019 12:00:00 AM
17,NARIÑO,761,CHACHAGUI,ESTACION DE SERVICIO ARIZONA,BIOMAX,CADO BAJO DE CHACHAGUI - NARIÑO,BIODIESEL EXTRA,7490,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
10,CORDOBA,474,MOÑITOS,ESTACION LA UNION,BIOMAX,CORREGIMIENTO LA UNION SECTOR LA LEY,BIODIESEL EXTRA,9850,A,07/09/2019 12:00:00 AM,07/01/2019 12:00:00 AM
17,NARIÑO,806,TANGUA,ESTACION DE SERVICIO COBA NEGRA,MOBIL,TANGUA VIA PANAMERICANA SUR KILOMETRO 15 DE TANGUA,ACPM - DIESEL,7240,A,07/03/2019 12:00:00 AM,07/01/2019 12:00:00 AM
8,CAUCA,420,PUERTO TEJADA,ESTACION DE SERVICIO ZANJON RICO,BIOMAX,VEREDA ZANJON RICO,GASOLINA CORRIENTE OXIGENADA,9202,A,07/03/2019 12:00:00 AM,07/01/2019 12:00:00 AM
22,SUCRE,972,LA UNION,EDS MATA DE CAÑA LA UNION,PETROMIL,KILOMETRO 1 VIA LA UNION - SAHAGUN,BIODIESEL EXTRA,9350,A,07/08/2019 12:00:00 AM,07/01/2019 12:00:00 AM
17,NARIÑO,807,SAN ANDRES DE TUMACO,ESTADERO Y ESTACION DE SERVICIO LAS PALMAS,TERPEL,KILOMETRO 52 VIA TUMACO - PASTO,BIODIESEL EXTRA,7820,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
18,NORTE DE SANTANDER,810,SAN JOSE DE CUCUTA,ESTACION DE SERVICIOS EL ESCOBAL,TERPEL,ANILLO VIAL MARGEN DERECHO VIA EL ESCOBAL,BIODIESEL EXTRA,6589,A,07/01/2019 12:00:00 AM,07/01/2019 12:00:00 AM
18,NORTE DE SANTANDER,810,SAN JOSE DE CUCUTA,ESTACION DE SERVICIOS EL ESCOBAL,TERPEL,ANILLO VIAL MARGEN DERECHO VIA EL ESCOBAL,GASOLINA CORRIENTE OXIGENADA,7414,A,07/01/2019 12:00:00 AM,07/01/2019 12:00:00 AM
24,VALLE DEL CAUCA,1035,CALI,ESTACION DE SERVICIO LA TERCERA CON CALLE 34 ESQUINA,TERPEL,AVENIDA 3 CON CALLE 34 ESQUINA,GASOLINA EXTRA OXIGENADA,9990,A,07/05/2019 12:00:00 AM,07/01/2019 12:00:00 AM
17,NARIÑO,761,CHACHAGUI,ESTACION DE SERVICIO ESSO CHACHAGUI,MOBIL,KILOMETRO 33 SALIDA AL NORTE DE CHACHAGUI,GASOLINA CORRIENTE OXIGENADA,7350,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
24,VALLE DEL CAUCA,1035,CALI,ESTACION DE SERVICIO DISTRACOM VASQUEZ COBO,TEXACO,AVENIDA 2 B N No. 26N-53,GASOLINA EXTRA OXIGENADA,12580,A,07/03/2019 12:00:00 AM,07/01/2019 12:00:00 AM
8,CAUCA,424,SANTANDER DE QUILICHAO,ESTACION DE SERVICIO AUTOMOTRIZ MANDIVA,MOBIL,VIA PANAMERICANA VEREDA MANDIVA KILOMETRO 7,GASOLINA CORRIENTE OXIGENADA,9597,A,07/01/2019 12:00:00 AM,07/01/2019 12:00:00 AM
17,NARIÑO,798,SAN BERNARDO,ESTACION DE SERVICIO LA RECTA,TERPEL,BARRIO FATIMA,ACPM - DIESEL,7490,A,07/01/2019 12:00:00 AM,07/01/2019 12:00:00 AM
23,TOLIMA,1028,SAN LUIS,ESTACION DE SERVICIO EL LIMONAR,TERPEL,KILOMETRO 13 VIA GUAMO-ORTEGA VEREDA CALZON LIMONAR,BIODIESEL EXTRA,9180,A,07/19/2019 12:00:00 AM,07/01/2019 12:00:00 AM
33,VICHADA,1147,CUMARIBO,ESTACION DE SERVICIO Y BODEGA EL MANGO,TERPEL,VEREDA LA CATORCE,BIODIESEL EXTRA,9000,A,07/14/2019 12:00:00 AM,07/01/2019 12:00:00 AM
11,CUNDINAMARCA,575,SOACHA,ESTACION DE SERVICIO AUTOCENTRO SOACHA,MOBIL,CARRERA 4 No. 7-51 AUTOPISTA SUR,GASOLINA CORRIENTE OXIGENADA,9388,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
1,ANTIOQUIA,88,GUARNE,ESTACION DE SERVICIO AUTOMOTRIZ EL RETORNO,TERPEL,KM 29 150 MT AUT MEDELLIN-BOGOTA,BIODIESEL EXTRA,9000,A,07/04/2019 12:00:00 AM,07/01/2019 12:00:00 AM
1,ANTIOQUIA,88,GUARNE,ESTACION DE SERVICIO AUTOMOTRIZ EL RETORNO,TERPEL,KM 29 150 MT AUT MEDELLIN-BOGOTA,GASOLINA EXTRA OXIGENADA,12850,A,07/04/2019 12:00:00 AM,07/01/2019 12:00:00 AM
22,SUCRE,974,MAJAGUAL,EDS GASOLINERA MARIA JOSE|,ZEUSS,SALIDA SAN ROQUE,BIODIESEL EXTRA,8360,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
4,BOLIVAR,224,TURBACO,EDS TERPEL VARIANTE,TERPEL,LOTE C2 SECTOR MAMONAL MEMBRILLAL,BIODIESEL EXTRA,8600,A,07/03/2019 12:00:00 AM,07/01/2019 12:00:00 AM
9,CESAR,459,TAMALAMEQUE,ESTACION DE SERVICIO MULTISERVICIOS MEKE,PUMA,CALLE 9C No. 9C-191 LA Y SALIDA AL BANCO MAGDALENA,GASOLINA CORRIENTE OXIGENADA,9170,A,07/03/2019 12:00:00 AM,07/01/2019 12:00:00 AM
1,ANTIOQUIA,34,MEDELLIN,ESTACION DE SERVICIO MOBIL LAS MARGARITAS,MOBIL,Carrera 64 C No 67 - 348,GASOLINA CORRIENTE OXIGENADA,9600,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
24,VALLE DEL CAUCA,1047,CARTAGO,ESTACION DE SERVICIO MOBIL SANTA ANA,ESSO,CARRERA 2 No. 29-02,BIODIESEL EXTRA,8850,A,07/03/2019 12:00:00 AM,07/01/2019 12:00:00 AM
3,BOGOTA D.C.,182,"BOGOTA, D.C.",ESTACION DE SERVICIOS ESSO LA ESTRELLA,MOBIL,CARRERA 129 No. 132A-88,GASOLINA CORRIENTE OXIGENADA,9736,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
2,ATLANTICO,159,BARRANQUILLA,ESTACION DE SERVICIO CEVILLAR,ECOS,Calle 47 No 18-141,GASOLINA CORRIENTE OXIGENADA,9180,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
17,NARIÑO,805,TAMINANGO,ESTACION DE SERVICIO EL PARADOR REMOLINO,MOBIL,km. 87 via pasto popayan remolino taminango,ACPM - DIESEL,7240,A,07/05/2019 12:00:00 AM,07/01/2019 12:00:00 AM
31,GUAVIARE,1137,MIRAFLORES,ESTACION DE SERVICIO EL LAGO MIRAFLORES,TERPEL,CALLE 5 No. 11 - 65 DEL BARRIO CHINO,GASOLINA CORRIENTE OXIGENADA,12000,A,07/04/2019 12:00:00 AM,07/01/2019 12:00:00 AM
11,CUNDINAMARCA,597,VIANI,ESTACION DE SERVICIO LAS PALMAS VIANI,BIOMAX,KILOMETRO 1 VIA SAN JUAN DE RIO SECO,BIODIESEL EXTRA,9285,A,07/04/2019 12:00:00 AM,07/01/2019 12:00:00 AM
5,BOYACA,228,TUNJA,ESTACION DE SERVICIO  FUEL Y GAS,TERPEL,Carrera 7 # 14 - 88,GASOLINA EXTRA OXIGENADA,12100,A,07/04/2019 12:00:00 AM,07/01/2019 12:00:00 AM
4,BOLIVAR,221,SOPLAVIENTO,EDS LA VICTORIA,TEXACO,SARABANDE SECTOR CONCEPCIÓN VÍA MAHATES,BIODIESEL EXTRA,9070,A,07/04/2019 12:00:00 AM,07/01/2019 12:00:00 AM
24,VALLE DEL CAUCA,1053,FLORIDA,ESTACION DE SERVICIO LA INDUSTRIA,PETROMIL,KILOMETRO 2.5 VIA FLORIDA PRADERA,BIODIESEL EXTRA,9335,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
27,PUTUMAYO,1106,PUERTO ASIS,DISTRIBUIDORA DE COMBUSTIBLE EL AGUILA,TERPEL,RIO PUTUMAYO DE PUERTO ASIS,BIODIESEL EXTRA,7740,A,07/08/2019 12:00:00 AM,07/01/2019 12:00:00 AM
3,BOGOTA D.C.,182,"BOGOTA, D.C.",SERVIMOBIL TEUSAQUILLO,MOBIL,AVENIDA CALLE 34 No. 24 - 05,GASOLINA EXTRA OXIGENADA,9700,A,07/03/2019 12:00:00 AM,07/01/2019 12:00:00 AM
17,NARIÑO,784,MOSQUERA,COMBUSTIBLES SAN FRANCISCO,TEXACO,MOSQUERA,BIODIESEL EXTRA,8300,A,07/17/2019 12:00:00 AM,07/01/2019 12:00:00 AM
19,QUINDIO,857,LA TEBAIDA,SAN GABRIEL PETROMIL TEBAIDA,PETROMIL,VIA PANAMERICANA KILOMETRO 6 LA TEBAIDA - BUENAVENTURA,GASOLINA CORRIENTE OXIGENADA,9368,A,07/05/2019 12:00:00 AM,07/01/2019 12:00:00 AM
27,PUTUMAYO,1108,PUERTO GUZMAN,ESTACION DE SERVICIO EL CONDOR,TERPEL,vereda Las Perlas,BIODIESEL EXTRA,8400,A,07/05/2019 12:00:00 AM,07/01/2019 12:00:00 AM
24,VALLE DEL CAUCA,1035,CALI,COMBUSTIBLES LA NAVE,TEXACO,CALLE 1 No. 42-20,GASOLINA CORRIENTE OXIGENADA,9850,A,07/05/2019 12:00:00 AM,07/01/2019 12:00:00 AM
24,VALLE DEL CAUCA,1044,CAICEDONIA,ESTACION DE SERVICIO BUENAVISTA,TERPEL,Carrera 11 No 5 ? 65,BIODIESEL EXTRA,9600,A,07/03/2019 12:00:00 AM,07/01/2019 12:00:00 AM
13,HUILA,659,PITALITO,ESTACION DE SERVICIO EL JARDIN,TERPEL,AV 3 NO 16-19 SUR,GASOLINA EXTRA OXIGENADA,12500,A,07/03/2019 12:00:00 AM,07/01/2019 12:00:00 AM
19,QUINDIO,850,ARMENIA,EDS TERPEL AMERICAS,TERPEL,CARRERA 29 No. 20-82,BIODIESEL EXTRA,9040,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
19,QUINDIO,850,ARMENIA,EDS TERPEL AMERICAS,TERPEL,CARRERA 29 No. 20-82,GASOLINA CORRIENTE OXIGENADA,9370,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
23,TOLIMA,1008,HERVEO,EDS EL CABLE,BIOMAX,BARRIO LA PUNTA AVENIDA EL CABLE,GASOLINA CORRIENTE OXIGENADA,9950,A,07/05/2019 12:00:00 AM,07/01/2019 12:00:00 AM
9,CESAR,443,CURUMANI,ESTACION DE SERVICIO LA CRISTALINA CENTRAL,TERPEL,TRONCAL DEL CARIBE LA MATA SAN ROQUE KILOMETRO 74 mas 0490 A 74 mas 0590 MARGEN DERECHO,GASOLINA CORRIENTE OXIGENADA,9000,A,07/26/2019 12:00:00 AM,07/01/2019 12:00:00 AM
17,NARIÑO,807,SAN ANDRES DE TUMACO,ROMERO Y BURGOS Y CIA S EN C No 2 ESTACION DE SERVICIO FLUVIAL,TEXACO,CALLE DEL COMERCIO,GASOLINA CORRIENTE OXIGENADA,8005,A,07/03/2019 12:00:00 AM,07/01/2019 12:00:00 AM
10,CORDOBA,460,MONTERIA,ESTACION DE GASOLINA LAS CRUCES,BIOMAX,KILOMETRO 22 VIA ARBOLETES,BIODIESEL EXTRA,9000,A,07/25/2019 12:00:00 AM,07/01/2019 12:00:00 AM
17,NARIÑO,763,EL PEÑOL,SERVICIO DE GASOLINA TERPEL EL PENOL,TERPEL,Barrio La Esmeralda casco urbano,BIODIESEL EXTRA,7392,A,07/04/2019 12:00:00 AM,07/01/2019 12:00:00 AM
3,BOGOTA D.C.,182,"BOGOTA, D.C.",ESTACION DE SERVICIO AVENIDA 28,TERPEL,AVENIDA 28 No. 39B-67,GASOLINA EXTRA OXIGENADA,12790,A,07/04/2019 12:00:00 AM,07/01/2019 12:00:00 AM
24,VALLE DEL CAUCA,1051,EL CERRITO,EDS LOS TOBOGANES,PETROBRAS,CARRERA 11 No. 10-92 CABAL MOLINA,GASOLINA CORRIENTE OXIGENADA,9797,A,07/04/2019 12:00:00 AM,07/01/2019 12:00:00 AM
17,NARIÑO,777,LA TOLA,ESTACION DE SERVICIO LA TOLA,BIOMAX,ZONA RURAL DE LA TOLA,ACPM - DIESEL,7840,A,07/08/2019 12:00:00 AM,07/01/2019 12:00:00 AM
4,BOLIVAR,213,SAN JACINTO DEL CAUCA,ESTACION DE SERVICIO DISTRACOM BRISAS DEL CAUCA,TEXACO,CALLE 1 A CENTRO LA IGLESIA,BIODIESEL EXTRA,9610,A,07/08/2019 12:00:00 AM,07/01/2019 12:00:00 AM
8,CAUCA,417,PATIA,ESTACION DE SERVICIO AUTOMOTRIZ  DON SANTOS,BIOMAX,CORREGIMIENTO EL ESTRECHO,GASOLINA CORRIENTE OXIGENADA,9900,A,07/04/2019 12:00:00 AM,07/01/2019 12:00:00 AM
17,NARIÑO,802,SANTA BARBARA,ESTACION DE SERVICIO COMBUSTIBLE ARROYO GUAPIREÑO,PETRDECOL,RIVERA DEL RIO ISCUANDE FRENTE DEL CASCO URBANO,ACPM - DIESEL,9250,A,07/04/2019 12:00:00 AM,07/01/2019 12:00:00 AM
1,ANTIOQUIA,40,ANDES,SERVICENTRO TERPEL LA POSESION,TERPEL,KM 1 TRONCAL DEL CAFE ESTACION TERPEL VEREDA LA COLINA,BIODIESEL EXTRA,9421,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
5,BOYACA,292,PAEZ,ESTACION DE SERVICIO AUTOMOTRIZ EL PROGRESO-PAEZ,BIOMAX,Calle 1 No. 4-35,BIODIESEL EXTRA,8979,A,07/07/2019 12:00:00 AM,07/01/2019 12:00:00 AM
16,META,741,SAN CARLOS DE GUAROA,ESTACION DE SERVICIO LA FORTUNA JG,BIOMAX,CALLE 9 Nº 10 CON CARRERA 11 Y 12,BIODIESEL EXTRA,8370,A,07/19/2019 12:00:00 AM,07/01/2019 12:00:00 AM
14,LA GUAJIRA,674,BARRANCAS,ESTACION DE SERVICIO FULL LEO,DISCOWACOOP,ZONA CENTRO EL CERREJON,GASOLINA CORRIENTE - IMPORTADO,6300,A,07/05/2019 12:00:00 AM,07/01/2019 12:00:00 AM
16,META,737,PUERTO LOPEZ,ESTACION DE SERVICIO AUTOMOTRIZ MILENIUM GAS EL CAPORAL,PETROBRAS,AVENIDA 14 N-18-39,BIODIESEL EXTRA,7618,A,07/15/2019 12:00:00 AM,07/01/2019 12:00:00 AM
13,HUILA,635,NEIVA,ESTACION DE SERVICIO COOMOTOR,TERPEL,CALLE 2 SUR No. 7-30 y 7-96,BIODIESEL EXTRA,9380,A,07/03/2019 12:00:00 AM,07/01/2019 12:00:00 AM
11,CUNDINAMARCA,575,SOACHA,LADRILLERA SANTAFE PLANTA SOACHA,MOBIL,Vereda Panamá Vía Fusunga Km.2,BIODIESEL EXTRA,8325,A,07/04/2019 12:00:00 AM,07/01/2019 12:00:00 AM
20,RISARALDA,872,PUEBLO RICO,ESTACION DE SERVICIO PANAMERICANA,BIOMAX,KM 1 VIA AL CHOCO,BIODIESEL EXTRA,9248,A,07/05/2019 12:00:00 AM,07/01/2019 12:00:00 AM
1,ANTIOQUIA,68,CAUCASIA,ESTACION DE SERVICIO KENNEDY CAUCASIA,TEXACO,CARRERA 8  No. 22 - 28,BIODIESEL EXTRA,9246,A,07/04/2019 12:00:00 AM,07/01/2019 12:00:00 AM
6,CALDAS,354,ARANZAZU,ESTACION DE SERVICIO BOMBA MIRAMAR,TERPEL,SALIDA NEIRA KM 1,GASOLINA CORRIENTE OXIGENADA,9940,A,07/04/2019 12:00:00 AM,07/01/2019 12:00:00 AM
5,BOYACA,228,TUNJA,ESTACION DE SERVICIO MOBIL LA GLORIETA,MOBIL,DIAGONAL 34 No. 10-06,BIODIESEL EXTRA,9970,A,07/04/2019 12:00:00 AM,07/01/2019 12:00:00 AM
10,CORDOBA,472,MOMIL,ESTACION DE SERVICIO ORO NEGRO MOMIL,TERPEL,CARRERA 13 No. 19-38,BIODIESEL EXTRA,8650,A,07/03/2019 12:00:00 AM,07/01/2019 12:00:00 AM
1,ANTIOQUIA,92,ITAGUI,ESTACION TEXACO #3,TEXACO,CARRERA 42 No. 73A-29,BIODIESEL EXTRA,8730,A,07/03/2019 12:00:00 AM,07/01/2019 12:00:00 AM
3,BOGOTA D.C.,182,"BOGOTA, D.C.",TEXACO 17,TEXACO,AVENIDA CALLE 1 No. 25A-30,BIODIESEL EXTRA,8885,A,07/03/2019 12:00:00 AM,07/01/2019 12:00:00 AM
14,LA GUAJIRA,681,MAICAO,GASOLINERA LOS ANGELES,AYATAWACOOP,Calle 16 N 2 ESTE - 59,BIODIESEL EXTRA,7000,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
17,NARIÑO,773,IPIALES,COOPERATIVA ESPECIALIZADA SUPER TAXIS DEL SUR LTDA ESTACION DE SERVICIOS,MOBIL,AVENIDA PANAMERICANA NORTE CARRERA 1 NO. 6-79,GASOLINA CORRIENTE OXIGENADA,7560,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
10,CORDOBA,460,MONTERIA,ESTACION DE SERVICIOS LA MILAGROSA LOS GARZONES,TEXACO,CALLE 126 No. 5-515,GASOLINA EXTRA OXIGENADA,12400,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
15,MAGDALENA,687,SANTA MARTA,ESTACION DE SERVICIO TERPEL DEL RIO,TERPEL,Avenida del Rio No.29-85,GASOLINA EXTRA OXIGENADA,12620,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
14,LA GUAJIRA,678,FONSECA,ESTACION DE SERVICIOS LA TRINITARIA,DISCOWACOOP,DIAGONAL 12No. 21 - 10,GASOLINA CORRIENTE OXIGENADA,7000,A,07/04/2019 12:00:00 AM,07/01/2019 12:00:00 AM
20,RISARALDA,866,DOSQUEBRADAS,ESTACION DE SERVICIO LA CARLOTA,TEXACO,Carrera 2 Norte No. 63-37 (VTO) Vía Troncal de Occidente,GASOLINA EXTRA OXIGENADA,12040,A,07/03/2019 12:00:00 AM,07/01/2019 12:00:00 AM
11,CUNDINAMARCA,519,FUSAGASUGA,CODELCE EDS LAS PALMAS,MOBIL,AVENIDA LAS PALMAS No 15A-60,GASOLINA EXTRA OXIGENADA,9650,A,07/03/2019 12:00:00 AM,07/01/2019 12:00:00 AM
22,SUCRE,974,MAJAGUAL,ESTACION DE SERVICIO EDS DISTRACOM MOJANA,TEXACO,CALLE 5 NO. 23A-09,GASOLINA CORRIENTE OXIGENADA,9490,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
22,SUCRE,974,MAJAGUAL,ESTACION DE SERVICIO EDS DISTRACOM MOJANA,TEXACO,CALLE 5 NO. 23A-09,BIODIESEL EXTRA,9090,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
16,META,717,VILLAVICENCIO,ESTACION DE SERVICIO GASVEHICOL NUESTRA SEÑORA DE MANARE,MOBIL,CALLE 39D No. 28-80,GASOLINA EXTRA OXIGENADA,12240,A,07/05/2019 12:00:00 AM,07/01/2019 12:00:00 AM
17,NARIÑO,779,LEIVA,ESTACIÓN DE SERVICIO SANTA LUCIA NARIÑO,BIOMAX,CORREGIMIENTO DE SANTA LUCIA,ACPM - DIESEL,9900,A,07/25/2019 12:00:00 AM,07/01/2019 12:00:00 AM
23,TOLIMA,1010,ICONONZO,ESTACION DE SERVICIO ICONONZO,BIOMAX,KILOMETRO 1 VIA MELGAR,BIODIESEL EXTRA,9495,A,07/05/2019 12:00:00 AM,07/01/2019 12:00:00 AM
24,VALLE DEL CAUCA,1061,PALMIRA,ESTACION DE SERVICIO AUTOMOTRIZ LAS VICTORIAS,TERPEL,CARRERA 32 No. 15-05,BIODIESEL EXTRA,9008,A,07/04/2019 12:00:00 AM,07/01/2019 12:00:00 AM
1,ANTIOQUIA,114,PUERTO NARE,AUTO SERVICIO NARE,TERPEL,CARRERA 2 No.. 44-38,BIODIESEL EXTRA,9180,A,07/04/2019 12:00:00 AM,07/01/2019 12:00:00 AM
2,ATLANTICO,159,BARRANQUILLA,ESTACION DE SERVICIO AUTOMOTRIZ SERVICENTRO LA FLORESTA,ECOS,CALLE 68 No. 29-122,BIODIESEL EXTRA,8950,A,07/04/2019 12:00:00 AM,07/01/2019 12:00:00 AM
1,ANTIOQUIA,34,MEDELLIN,SERVICENTRO EL PORVENIR,TERPEL,CARRERA 52 No. 29-49,GASOLINA CORRIENTE OXIGENADA,9140,A,07/04/2019 12:00:00 AM,07/01/2019 12:00:00 AM
9,CESAR,436,AGUACHICA,ESTACIÓN DE SERVICIO TERPROM,TERPEL,PASO URBANO VEREDA EL JUNCAL,GASOLINA EXTRA OXIGENADA,9500,A,07/24/2019 12:00:00 AM,07/01/2019 12:00:00 AM
25,ARAUCA,1082,SARAVENA,ESTACION DE SERVICIO EL ARAUCO,TERPEL,CARRERA 13 No. 12 - 30 BARRIO LAS PALMERAS,BIODIESEL EXTRA,7550,A,07/04/2019 12:00:00 AM,07/01/2019 12:00:00 AM
24,VALLE DEL CAUCA,1045,CALIMA,ESTACION DE SERVICIO CALIMA 1,TERPEL,CARRERA 7 No. 7-14,GASOLINA CORRIENTE OXIGENADA,9694,A,07/04/2019 12:00:00 AM,07/01/2019 12:00:00 AM
16,META,717,VILLAVICENCIO,ESTACION DE SERVICIO TOTAL GC,BIOMAX,KILOMETRO 2 VIA RESTREPO,GASOLINA CORRIENTE OXIGENADA,9935,A,07/04/2019 12:00:00 AM,07/01/2019 12:00:00 AM
16,META,717,VILLAVICENCIO,EXTRA GAS DE COLOMBIA S.A.S.,TEXACO,CARRERA 16 No. 14A-20 LOTE 2,GASOLINA CORRIENTE OXIGENADA,8500,A,07/19/2019 12:00:00 AM,07/01/2019 12:00:00 AM
17,NARIÑO,781,LOS ANDES,ESTACION DE SERVICIO PIGALTAL,TERPEL,CORREGIMIENTO LA PLANADA VEREDA PIGALTAL,BIODIESEL EXTRA,8000,A,07/22/2019 12:00:00 AM,07/01/2019 12:00:00 AM
29,AMAZONAS,1370,LA PEDRERA,ESTACION DE SERVICIO SERVICENTRO LA PEDRERA,TERPEL,CORREGIMIENTO LA PEDRERA,BIODIESEL EXTRA,13200,A,07/17/2019 12:00:00 AM,07/01/2019 12:00:00 AM
2,ATLANTICO,159,BARRANQUILLA,SERVICENTRO LAS FLORES,TERPEL,CALLE 39 No. 27-33,GASOLINA CORRIENTE OXIGENADA,9430,A,07/05/2019 12:00:00 AM,07/01/2019 12:00:00 AM
