CodigoDepartamento,NombreDepartamento,CodigoMunicipio,municipio,nombrecomercial,bandera,direccion,producto,precio,estado,fecharegistro,periodo
6,CALDAS,355,BELALCAZAR,ESTACION DE SERVICIO CRISTO REY,TERPEL,CARRERA 3 No. 1-63,GASOLINA CORRIENTE OXIGENADA,9460,A,07/05/2019 12:00:00 AM,07/01/2019 12:00:00 AM
8,CAUCA,424,SANTANDER DE QUILICHAO,ESTACION DE SERVICIO LA ARROBLEDA,BIOMAX,VEREDA LA ARBOLEDA,GASOLINA CORRIENTE OXIGENADA,9250,A,07/06/2019 12:00:00 AM,07/01/2019 12:00:00 AM
5,BOYACA,273,JERICO,ESTACION DE SERVICIOS TAVIN,BIOMAX,CARRERA 4 No. 1- 127,BIODIESEL EXTRA,9800,A,07/04/2019 12:00:00 AM,07/01/2019 12:00:00 AM
27,PUTUMAYO,1114,VALLE DEL GUAMUEZ,BOMBA LOS GUADUALES,TERPEL,CARRERA 6 No. 4-43  BARRIO EL RECREO,BIODIESEL EXTRA,7990,A,07/03/2019 12:00:00 AM,07/01/2019 12:00:00 AM
5,BOYACA,308,SAMACA,ESTACION DE SERVICIO COOTRANSVALLE,TERPEL,CARRERA 2A No. 1-57,GASOLINA CORRIENTE OXIGENADA,9789,A,07/03/2019 12:00:00 AM,07/01/2019 12:00:00 AM
24,VALLE DEL CAUCA,1035,CALI,ESTACIÓN DE SERVICIO EL HORMIGUERO,BIOMAX,CGTO EL HORMIGUERO VDA. CAUCA SECO,GASOLINA CORRIENTE OXIGENADA,9340,A,07/03/2019 12:00:00 AM,07/01/2019 12:00:00 AM
23,TOLIMA,1007,GUAMO,ESTACION DE SERVICIO LOS BOHIOS,BIOMAX,KILOMETRO 4 VIA GUAMO - SALDAÑA VEREDA GUAMALITO,GASOLINA CORRIENTE OXIGENADA,9340,A,07/09/2019 12:00:00 AM,07/01/2019 12:00:00 AM
27,PUTUMAYO,1115,VILLAGARZON,ESTACION DE SERVICIO PUERTO UMBRIA,TERPEL,BARRIO OBRERO SALIDA A PUERTO ASIS,BIODIESEL EXTRA,7930,A,07/17/2019 12:00:00 AM,07/01/2019 12:00:00 AM
21,SANTANDER,876,BUCARAMANGA,EDS TERPEL CACIQUE,TERPEL,CARRERA 33 No. 95 - 40 BARRIO PEDREGOSA,GASOLINA CORRIENTE OXIGENADA,9349,A,07/11/2019 12:00:00 AM,07/01/2019 12:00:00 AM
1,ANTIOQUIA,44,SANTA FE DE ANTIOQUIA,ESTACION DE SERVICIOS LA VARIANTE,ZEUSS,CALLE 13 LA VARIANTE No. 7-18,BIODIESEL EXTRA,9130,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
27,PUTUMAYO,1103,MOCOA,ESTACION DE SERVICIO LAS TOLDAS,TERPEL,KILOMETRO 9 VIA MOCOA - PITALITO,BIODIESEL EXTRA,8080,A,07/01/2019 12:00:00 AM,07/01/2019 12:00:00 AM
3,BOGOTA D.C.,182,"BOGOTA, D.C.",SERVICENTRO VENECIA,PETROMIL,CARRERA 53 No. 52B-11 SUR,GASOLINA CORRIENTE OXIGENADA,9115,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
17,NARIÑO,760,CUMBITARA,SERVICENTRO CUMBITARA,BIOMAX,CALLE 0 No. 4-41 BARRIO SAN JUAN BOSCO DE CUMBITARRA,BIODIESEL EXTRA,9000,A,07/08/2019 12:00:00 AM,07/01/2019 12:00:00 AM
2,ATLANTICO,159,BARRANQUILLA,EDS TERPEL BARRANQUILLITA,TERPEL,CALLE 6 No. 42 - 18 56,GASOLINA EXTRA OXIGENADA,11710,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
1,ANTIOQUIA,34,MEDELLIN,ESTACION DE SERVICIO ESSO AVENIDA DEL RIO,MOBIL,Carrera 50 14 - 25,GASOLINA EXTRA OXIGENADA,12240,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
24,VALLE DEL CAUCA,1046,CANDELARIA,EDS TERPEL SAN ANTONIO,TERPEL,LOTE 1A CORREGIMIENTO EL BOLO,GASOLINA CORRIENTE OXIGENADA,9410,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
22,SUCRE,972,LA UNION,ESTACION DE SERVICIO BARRANQUILLITA LA UNION,TERPEL,CALLE 14 ESQUINA CARRETERA A CAIMITO,BIODIESEL EXTRA,9500,A,07/06/2019 12:00:00 AM,07/01/2019 12:00:00 AM
3,BOGOTA D.C.,182,"BOGOTA, D.C.",ESTACION DE SERVICIO EL PINO 73,TEXACO,CALLE 73 No 11-94,GASOLINA EXTRA OXIGENADA,12970,A,07/03/2019 12:00:00 AM,07/01/2019 12:00:00 AM
3,BOGOTA D.C.,182,"BOGOTA, D.C.",ESTACION DE SERVICIO CALLE 190,TERPEL,CARRERA 7 No.190-50,BIODIESEL EXTRA,9045,A,07/03/2019 12:00:00 AM,07/01/2019 12:00:00 AM
13,HUILA,635,NEIVA,ESTACION DE SERVICIO COOTRANSHUILA LTDA,TERPEL,av 26 no 4-82,GASOLINA CORRIENTE OXIGENADA,9750,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
24,VALLE DEL CAUCA,1062,PRADERA,SERVICENTRO PRADERA CENTRO,ZEUSS,CALLE 7 No. 12-25 DE PRADERA,GASOLINA CORRIENTE OXIGENADA,9505,A,07/03/2019 12:00:00 AM,07/01/2019 12:00:00 AM
20,RISARALDA,874,SANTA ROSA DE CABAL,ESTACION DE SERVICIO TARAPACA,TERPEL,VEREDA SAN JUAN BAJO VIA CHINCHINA - PEREIRA,BIODIESEL EXTRA,8900,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
13,HUILA,635,NEIVA,ESTACION DE SERVICIO COOTRANSNEIVA,TERPEL,CARRERA 7 No. 68-22 VIA ALBERTO GALINDO,BIODIESEL EXTRA,9380,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
16,META,737,PUERTO LOPEZ,ESTACION DE SERVICIO MERECURE,BIOMAX,kilómetro 52 más 250  metros vía Villavicencio,BIODIESEL EXTRA,8920,A,07/03/2019 12:00:00 AM,07/01/2019 12:00:00 AM
16,META,737,PUERTO LOPEZ,ESTACION DE SERVICIO MERECURE,BIOMAX,kilómetro 52 más 250  metros vía Villavicencio,GASOLINA EXTRA OXIGENADA,10920,A,07/03/2019 12:00:00 AM,07/01/2019 12:00:00 AM
5,BOYACA,286,MUZO,EDS SERVIOCCIDENTE No 1,TERPEL,CARRERA 5A No. 2-21,GASOLINA CORRIENTE OXIGENADA,10400,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
16,META,744,SAN MARTIN,ESTACION DE SERVICIO AUTOMOTRIZ COTRASAM,MOBIL,Carrera 6 No. 14-118,GASOLINA CORRIENTE OXIGENADA,8824,A,07/17/2019 12:00:00 AM,07/01/2019 12:00:00 AM
24,VALLE DEL CAUCA,1035,CALI,ESTACION DE SERVICIOS TERPEL AVENIDA CIUDAD DE CALI,TERPEL,CALLE 54 No. 42B-04,BIODIESEL EXTRA,9150,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
1,ANTIOQUIA,69,CHIGORODO,ESTACION DE SERVICIOS LINARES,TERPEL,Calle 95 No 98 - 05,GASOLINA CORRIENTE OXIGENADA,9630,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
1,ANTIOQUIA,69,CHIGORODO,ESTACION DE SERVICIOS LINARES,TERPEL,Calle 95 No 98 - 05,BIODIESEL EXTRA,9080,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
24,VALLE DEL CAUCA,1035,CALI,ESTACION DE SERVICIO SAN LORENZO GROUP,TEXACO,CALLE 5 No. 82-15,GASOLINA EXTRA OXIGENADA,12650,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
24,VALLE DEL CAUCA,1035,CALI,ESTACION DE SERVICIO SAN LORENZO GROUP,TEXACO,CALLE 5 No. 82-15,BIODIESEL EXTRA,9430,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
3,BOGOTA D.C.,182,"BOGOTA, D.C.",ESTACIÓN DE SERVICIO AMERICAS 2,TERPEL,CARRERA 54 No 5C - 91,GASOLINA CORRIENTE OXIGENADA,9686,A,07/04/2019 12:00:00 AM,07/01/2019 12:00:00 AM
11,CUNDINAMARCA,504,CHIA,ESTACION DE SERVICIO BRIO LOS ANGELES,BIOMAX,CALLE 2 No. 7A-35,GASOLINA EXTRA OXIGENADA,12060,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
10,CORDOBA,464,CERETE,EDS ALEJANDRIA,ZEUSS,KM 3 VIA A SAN PELAYO,BIODIESEL EXTRA,8929,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
10,CORDOBA,1233,TUCHIN,EDS ZENUMIL,BIOMAX,CALLE 1 CARRERA 16 BARRIO ARAUCA,BIODIESEL EXTRA,9200,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
1,ANTIOQUIA,34,MEDELLIN,ESTACION DE SERVICIO DISTRACOM BELENCITO,MOBIL,Carrera 110 A No.34-81,BIODIESEL EXTRA,9130,A,07/03/2019 12:00:00 AM,07/01/2019 12:00:00 AM
24,VALLE DEL CAUCA,1035,CALI,ESTACION DE SERVICIO AUTOMOTRIZ TERPEL AUTOPISTA,TERPEL,CALLE 10 No.. 46-20,GASOLINA CORRIENTE OXIGENADA,9180,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
24,VALLE DEL CAUCA,1035,CALI,ESTACION DE SERVICIO AUTOMOTRIZ TERPEL AUTOPISTA,TERPEL,CALLE 10 No.. 46-20,BIODIESEL EXTRA,9240,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
12,CHOCO,617,EL CARMEN DE ATRATO,ESTACION DE SERVICIO AUTOMOTRIZ EL SIETE,ZEUSS,Corregimiento el Siete,GASOLINA CORRIENTE OXIGENADA,10300,A,07/03/2019 12:00:00 AM,07/01/2019 12:00:00 AM
1,ANTIOQUIA,97,LA ESTRELLA,MOBIL COCOROLLO EL ALTICO,ESSO,CARRERA 48 N 100B SUR - 151,BIODIESEL EXTRA,8750,A,07/04/2019 12:00:00 AM,07/01/2019 12:00:00 AM
13,HUILA,661,SALADOBLANCO,ESTACION DE SERVICIO LOS GUADUALES,TERPEL,BARRIO DIVINO NIÑO,BIODIESEL EXTRA,10190,A,07/04/2019 12:00:00 AM,07/01/2019 12:00:00 AM
17,NARIÑO,807,SAN ANDRES DE TUMACO,GASOLINERA EL PROGRESO,BIOMAX,VEREDA BUCHELI DIAGONAL AL INPEC DE TUMACO,GASOLINA CORRIENTE OXIGENADA,7580,A,07/04/2019 12:00:00 AM,07/01/2019 12:00:00 AM
14,LA GUAJIRA,672,RIOHACHA,ESTACION DE SERVICIO SAN RAFAEL,DISCOWACOOP,CARRERA 7 No. 26-25,BIODIESEL EXTRA,7060,A,07/03/2019 12:00:00 AM,07/01/2019 12:00:00 AM
11,CUNDINAMARCA,530,GUATAVITA,ESTACION DE SERVICIO BRIO EL PUERTO,BIOMAX,CARRERA 1 No. 8-20,BIODIESEL EXTRA,9134,A,07/03/2019 12:00:00 AM,07/01/2019 12:00:00 AM
11,CUNDINAMARCA,530,GUATAVITA,ESTACION DE SERVICIO BRIO EL PUERTO,BIOMAX,CARRERA 1 No. 8-20,GASOLINA CORRIENTE OXIGENADA,9714,A,07/03/2019 12:00:00 AM,07/01/2019 12:00:00 AM
4,BOLIVAR,219,SANTA ROSA DEL SUR,ESTACION DE SERVICIO EL PARAISO,TERPEL,CARRERA 13 No. 3 B - 37,GASOLINA CORRIENTE OXIGENADA,9500,A,07/05/2019 12:00:00 AM,07/01/2019 12:00:00 AM
4,BOLIVAR,227,ZAMBRANO,ESTACION DE SERVICIO ZAMBRANO,ZEUSS,CARRERA 18 No. 9-155 BARRIO BUENOS AIRES,GASOLINA CORRIENTE OXIGENADA,9740,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
3,BOGOTA D.C.,182,"BOGOTA, D.C.",EDS BIOMAX 7 DE AGOSTO,BIOMAX,AVENIDA CALLE 68 No. 19-84,BIODIESEL EXTRA,9178,A,07/04/2019 12:00:00 AM,07/01/2019 12:00:00 AM
21,SANTANDER,961,VILLANUEVA,ESTACION DE SERVICIO AUTOMOTRIZ LA UNICA,TERPEL,Carrera 14  18-17,GASOLINA CORRIENTE OXIGENADA,9450,A,07/03/2019 12:00:00 AM,07/01/2019 12:00:00 AM
18,NORTE DE SANTANDER,819,CONVENCION,ESTACION DE SERVICIO CONVENCION,COOMULPINORT,VEREDA ROMERITOS KM 36 VIA AL TARRA,BIODIESEL EXTRA,6850,A,07/04/2019 12:00:00 AM,07/01/2019 12:00:00 AM
19,QUINDIO,852,CALARCA,ESTACION DE SERVICIO AQUI ES PAPA,BIOMAX,manzana 1 parque industrial carrera 34 con calle 16,GASOLINA CORRIENTE OXIGENADA,9640,A,07/04/2019 12:00:00 AM,07/01/2019 12:00:00 AM
15,MAGDALENA,703,PIVIJAY,ESTACION DE SERVICIO AUTOMOTRIZ  7 DE AGOSTO No 1,PETROMIL,CALLE 7 No. 25-09,BIODIESEL EXTRA,9160,A,07/03/2019 12:00:00 AM,07/01/2019 12:00:00 AM
3,BOGOTA D.C.,182,"BOGOTA, D.C.",ESTACION DE SERVICIO GREEN EDS CODAVAS,TEXACO,CARRERA 7 No. 181 A - 16,BIODIESEL EXTRA,9270,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
21,SANTANDER,882,BARRANCABERMEJA,ESTACION DE SERVICIOS SAN SILVESTRE SA,TERPEL,CALLE 52 No. 12-21 BARRIO OLAYA HERRERA,BIODIESEL EXTRA,8911,A,07/01/2019 12:00:00 AM,07/01/2019 12:00:00 AM
1,ANTIOQUIA,158,ZARAGOZA,ESTACION EL CARMEN ZARAGOZA,TERPEL,Vereda Quebradona,GASOLINA CORRIENTE OXIGENADA,9414,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
3,BOGOTA D.C.,182,"BOGOTA, D.C.",ESTACION DE SERVICIO AUTOMOTRIZ ESSO BRASIL,MOBIL,AVENIDA CALLE 6 No. 34-90,GASOLINA CORRIENTE OXIGENADA,9540,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
3,BOGOTA D.C.,182,"BOGOTA, D.C.",EDS TERPEL LA JUANA,TERPEL,AVENIDA CARRERA 7 No. 155-99,GASOLINA CORRIENTE OXIGENADA,9510,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
21,SANTANDER,911,GIRON,ESTACION DE SERVICIO TERPEL EL CARMEN - GIRON,TERPEL,CARRERA 19 No. 25 PAR AVENIDA LOS CANEYES ESTACION DE SERVICIO EL CARMEN BARRIO VILLA CAMPESTRE,BIODIESEL EXTRA,8829,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
18,NORTE DE SANTANDER,811,ABREGO,ESTACION DE SERVICIO SOL DE ORIENTE,COOMULPINORT,LOTE OROQUE PR 30 0492 HASTA 30 0644,GASOLINA CORRIENTE OXIGENADA,7280,A,07/12/2019 12:00:00 AM,07/01/2019 12:00:00 AM
10,CORDOBA,487,VALENCIA,CARLOS ALFREDO DAVID MARTINEZ,TEXACO,CARRERA 24 NO. 9-518,BIODIESEL EXTRA,9430,A,07/03/2019 12:00:00 AM,07/01/2019 12:00:00 AM
8,CAUCA,429,SUCRE,ESTACION DE SERVICIO SERVINORTE LA CEJA,TERPEL,Vía Principal Corregimiento De La Ceja,BIODIESEL EXTRA,9800,A,07/08/2019 12:00:00 AM,07/01/2019 12:00:00 AM
23,TOLIMA,1026,SALDAÑA,ESTACION DE SERVICIO MAYOLO LTDA,BIOMAX,KILOMETRO 2 VIA NEIVA,GASOLINA CORRIENTE OXIGENADA,9450,A,07/03/2019 12:00:00 AM,07/01/2019 12:00:00 AM
7,CAQUETA,390,SAN VICENTE DEL CAGUAN,ESTACION DE SERVICIO BRISAS DE LA LUZ,TERPEL,INSPECCION CAMPO HERMOSO,BIODIESEL EXTRA,9800,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
21,SANTANDER,876,BUCARAMANGA,ESTACIÓN DE SERVICIO SAN RAFAEL,PETROBRAS,CALLE 45 No. 20 - 13,GASOLINA CORRIENTE OXIGENADA,9100,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
26,CASANARE,1094,PORE,ESTACION DE SERVICIO LA ESPERANZA PORE,TERPEL,Cra 21 No. 5-30,GASOLINA CORRIENTE OXIGENADA,9800,A,07/04/2019 12:00:00 AM,07/01/2019 12:00:00 AM
14,LA GUAJIRA,681,MAICAO,ESTACION DE SERVICIO LOS OLIVOS,AYATAWACOOP,Calle 16  No. 4-04,GASOLINA CORRIENTE OXIGENADA,7100,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
26,CASANARE,1100,TAURAMENA,ESTACION DE SERVICIO AUTOMOTRIZ PASO DEL ORIENTE,BIOMAX,VEREDA PASO CUSIANA,BIODIESEL EXTRA,9347,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
24,VALLE DEL CAUCA,1041,BUENAVENTURA,ESTACION DE SERVICIOS FLUVIAL Y-O COMERCIALIZADOR INDUSTRIAL COMBUSTIBLES BENITEZ 2,TEXACO,CALLE 2 SUR 8B No. 20-22  BARRIO MURO YUSTI PUEBLO NUEVO,GASOLINA CORRIENTE OXIGENADA,9448,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
3,BOGOTA D.C.,182,"BOGOTA, D.C.",ESTACION DE SERVICIO NAVARRO MOJICA Y CIA TEXACO 27,TEXACO,AVENIDA CARRERA 68 No. 67G-36,BIODIESEL EXTRA,9027,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
19,QUINDIO,860,QUIMBAYA,ESTACION DE SERVICIO DEL QUINDIO,BIOMAX,KILOMETRO 3 VIA QUIMBAYA MONTENEGRO VEREDA EL CHAQUIRO,GASOLINA CORRIENTE OXIGENADA,9750,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
5,BOYACA,259,DUITAMA,ESTACION DE SERVICIO LAS AMERICAS,MOBIL,CARRERA 18 No. 10-21,BIODIESEL EXTRA,9295,A,07/04/2019 12:00:00 AM,07/01/2019 12:00:00 AM
8,CAUCA,403,CORINTO,ESTACION DE SERVICIO LAS PALMAS,PETROMIL,CARRERA 7 CALLE 9 ESQUINA BARRIO EL FRIJOL,GASOLINA CORRIENTE OXIGENADA,9400,A,07/04/2019 12:00:00 AM,07/01/2019 12:00:00 AM
24,VALLE DEL CAUCA,1035,CALI,SERVICENTRO ESSO PANAMERICANA,MOBIL,Calle 34 No. 3-33,GASOLINA EXTRA OXIGENADA,12380,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
24,VALLE DEL CAUCA,1075,YUMBO,EDS TERPEL MENGA,TERPEL,CALLE 10 No. 36 A - 160,BIODIESEL EXTRA,9130,A,07/01/2019 12:00:00 AM,07/01/2019 12:00:00 AM
1,ANTIOQUIA,101,MACEO,ESTACION DE SERVICIO SERVICENTRO PUERTO NUS,ZEUSS,Autopista Cisneros - Puerto Berrío Km 35-800,GASOLINA EXTRA OXIGENADA,12300,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
20,RISARALDA,873,QUINCHIA,ESTACION DE SERVICIO IRRA LOS ALMENDROS,TERPEL,CARRERA 5 No. 3-98 VIA PANAMERICANA IRRA,BIODIESEL EXTRA,8875,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
11,CUNDINAMARCA,514,FACATATIVA,ESTACION DE SERVICIO BIOGRANADINA,BIOMAX,CARRERA 2 No. 2-125,GASOLINA CORRIENTE OXIGENADA,9625,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
1,ANTIOQUIA,46,APARTADO,ESTACION DE SERVICIO TERPEL GALERIA,TERPEL,CALLE 92 No. 102-30,GASOLINA CORRIENTE OXIGENADA,9789,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
3,BOGOTA D.C.,182,"BOGOTA, D.C.",ESTACION DE SERVICIO TECHO,BIOMAX,CARRERA 70B No. 24-08 SUR,GASOLINA CORRIENTE OXIGENADA,9665,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
4,BOLIVAR,219,SANTA ROSA DEL SUR,EDS SERVICENTRO LOS GEMELOS,PETROMIL,Calle 2 No 5 - 75,BIODIESEL EXTRA,9300,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
12,CHOCO,632,TADO,SERVIBRIO TADO,BIOMAX,BARRIO SAN PEDRO,BIODIESEL EXTRA,9440,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
1,ANTIOQUIA,34,MEDELLIN,ESTACION DE SERVICIO LAS AMERICAS,MOBIL,Calle 44 No 80 - 155,BIODIESEL EXTRA,9220,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
11,CUNDINAMARCA,563,APULO,EDS APULO,BIOMAX,CARRERA 7 No. 2 - 19 Y CARRERA 10 No. 2 - 24 BARRIO LAS QUINTAS,GASOLINA CORRIENTE OXIGENADA,9710,A,07/03/2019 12:00:00 AM,07/01/2019 12:00:00 AM
22,SUCRE,974,MAJAGUAL,EDS AGROINDUSTRIAL,TERPEL,CL 1 RURAL  26 VDA TRESBOCAS,BIODIESEL EXTRA,8700,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
24,VALLE DEL CAUCA,1035,CALI,ESTACION DE SERVICIO LA NUEVA AUTOPISTA,TEXACO,Diagonal 23 No. 18 E - 120,GASOLINA CORRIENTE OXIGENADA,9750,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
19,QUINDIO,850,ARMENIA,ESTACION DE SERVICIO LA MIA,MOBIL,Panamericana Km. 4 Vía al Caimo,BIODIESEL EXTRA,8875,A,07/01/2019 12:00:00 AM,07/01/2019 12:00:00 AM
6,CALDAS,351,MANIZALES,ESTACION DE SERVICIO LA ROSA,TERPEL,KILOMETRO 13 VIA MANIZALES CHINCHINA LA VIOLETA,BIODIESEL EXTRA,9127,A,07/05/2019 12:00:00 AM,07/01/2019 12:00:00 AM
24,VALLE DEL CAUCA,1047,CARTAGO,EDS DISTRIBUCIONES LA 20 CARTAGO,TERPEL,Carrera 4 No. 19-83,GASOLINA CORRIENTE OXIGENADA,9530,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
17,NARIÑO,768,GUACHUCAL,ESTACION DE SERVICIO SERVICIO TERPEL EL PALERMO,TERPEL,KILOMETRO 2 VIA IPIALES,BIODIESEL EXTRA,7400,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
5,BOYACA,296,PAUNA,ESTACION DE SERVICIO COMBUSTIBLES SAN JORGE PAUNA,BIOMAX,CALLE 7 No. 4-82 VIA A OTANCHE,GASOLINA CORRIENTE OXIGENADA,9999,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
1,ANTIOQUIA,146,TURBO,SERVICENTRO CASANOVA,TERPEL,SECTOR CASANOVA KILOMETRO 2 VIA TURBO-APARTADO,BIODIESEL EXTRA,9080,A,07/04/2019 12:00:00 AM,07/01/2019 12:00:00 AM
17,NARIÑO,789,POLICARPA,ESTACION DE SERVICIO POLICARPA,PETROMIL,POLICARPA SALIDA AL EJIDO DE POLICARPA,ACPM - DIESEL,7370,A,07/04/2019 12:00:00 AM,07/01/2019 12:00:00 AM
33,VICHADA,1147,CUMARIBO,ESTACION DE SERVICIO ISABELLA,TERPEL,"Calle Principal, Corregimiento El Viento (Vichada)",BIODIESEL EXTRA,9200,A,07/04/2019 12:00:00 AM,07/01/2019 12:00:00 AM
17,NARIÑO,795,ROBERTO PAYAN,ESTACIÓN DE SERVICIO SAN JOSE,TEXACO,SAN JOSÉ ROBERTO PAYAN,GASOLINA CORRIENTE OXIGENADA,8325,A,07/01/2019 12:00:00 AM,07/01/2019 12:00:00 AM
17,NARIÑO,795,ROBERTO PAYAN,ESTACIÓN DE SERVICIO SAN JOSE,TEXACO,SAN JOSÉ ROBERTO PAYAN,BIODIESEL EXTRA,8325,A,07/01/2019 12:00:00 AM,07/01/2019 12:00:00 AM
17,NARIÑO,807,SAN ANDRES DE TUMACO,ESTACION DE SERVICIO COMBUSTIBLES C Y C,TERPEL,LLORENTE DE TUMACO BARRIO SAN MARTIN CALLE PRINCIPAL,BIODIESEL EXTRA,8000,A,07/01/2019 12:00:00 AM,07/01/2019 12:00:00 AM
11,CUNDINAMARCA,519,FUSAGASUGA,ESTACION DE SERVICIO ALTOS DE CHINAUTA,TERPEL,ALTO DE CHINAUTA,GASOLINA CORRIENTE OXIGENADA,9521,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
11,CUNDINAMARCA,492,ANOLAIMA,ESTACIÓN DE SERVICIO LA FLORIDA,BIOMAX,CALLE 3 No.3-63 BARRIO CENTRO LA FLORIDA,GASOLINA CORRIENTE OXIGENADA,9520,A,07/04/2019 12:00:00 AM,07/01/2019 12:00:00 AM
3,BOGOTA D.C.,182,"BOGOTA, D.C.",EDS ESSO KENNEDY,MOBIL,CARRERA 79 No. 41F-24 SUR,BIODIESEL EXTRA,9070,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
4,BOLIVAR,183,CARTAGENA DE INDIAS,ESTACION DE SERVICIO TEXACO UBI,TEXACO,MANGA CALLE REAL No. 15-21,GASOLINA EXTRA OXIGENADA,12650,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
24,VALLE DEL CAUCA,1061,PALMIRA,ESTACION DE SERVICIO TU BOMBA,BIOMAX,CARRERA 32 No. 29-68,BIODIESEL EXTRA,8899,A,07/25/2019 12:00:00 AM,07/01/2019 12:00:00 AM
22,SUCRE,970,GALERAS,ESTACION DE SERVICIO DISTRACOM GALERAS,MOBIL,Calle 18 B No. 15-70,BIODIESEL EXTRA,9370,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
18,NORTE DE SANTANDER,816,CACHIRA,EDS LAS MARIAS S.A.S,COOMULPINORT,VEREDA CENTRO VIA CACHIRA,BIODIESEL EXTRA,6630,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
3,BOGOTA D.C.,182,"BOGOTA, D.C.",LADRILLERA SANTAFE PLANTA USME,MOBIL,Km.7 Vía Usme No.63-10,BIODIESEL EXTRA,8310,A,07/04/2019 12:00:00 AM,07/01/2019 12:00:00 AM
14,LA GUAJIRA,679,HATONUEVO,ESTACIÓN DE SERVICIO AUTOMOTRIZ HESED,AYATAWACOOP,DELICIAS,ACEM - DIESEL ECOLOGICO,6450,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
17,NARIÑO,783,MALLAMA,ESTACION DE SERVICIO PIEDRANCHA V S.A.S,PETROMIL,FINCA LA FLORIDA BARRIO SANTIAGO,GASOLINA CORRIENTE OXIGENADA,8000,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
9,CESAR,440,BOSCONIA,ESTACION DE SERVICIO AUTOMOTRIZ EL RUBI,TERPEL,Cra 18  No. 20-67,GASOLINA CORRIENTE OXIGENADA,9200,A,07/26/2019 12:00:00 AM,07/01/2019 12:00:00 AM
1,ANTIOQUIA,118,RIONEGRO,ESTACION DE SERVICIO COMBUSTIBLES GALAXIA,MOBIL,Carrera 48 No.52-02,BIODIESEL EXTRA,9270,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
